,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,1.0000000000000019e-06,0.0007290000000000073,0.0007290000000000073,0.0007290000000000073,0.002209000000000004,0.00012099999999999778,0.0001689999999999974,0.0025000000000000044,0.000676000000000007,1.599999999999914e-05,0.0001440000000000056,8.100000000000215e-05,9.000000000000015e-06,0.00019600000000000035,0.00032400000000000056,4.900000000000164e-05,9.999999999997797e-07,1.232595164407831e-32,9.000000000000015e-06,9.000000000000015e-06,4.9000000000000087e-05,4.9000000000000087e-05,4.9000000000000087e-05,4.0000000000000074e-06,2.4999999999998934e-05,1.600000000000003e-05,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,9.999999999997797e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0000000000002238e-06,1.0000000000002238e-06,1.0000000000002238e-06,1.0000000000002238e-06,0.0026009999999999935,0.0038440000000000067,0.0038440000000000067,0.0038440000000000067,8.100000000000215e-05,0.00036100000000000487,0.0012960000000000022,0.0036000000000000064,0.0028089999999999934,9.000000000000683e-06,9.000000000000683e-06,9.000000000000683e-06,1.0000000000000019e-06,0.0001690000000000003,9.000000000000015e-06,1.0000000000000019e-06,9.000000000000015e-06,9.000000000000015e-06,9.000000000000015e-06,9.000000000000015e-06,1.600000000000003e-05,1.600000000000003e-05,4.0000000000000074e-06,4.0000000000000074e-06,4.9000000000000087e-05,8.99999999999935e-06,9.999999999997797e-07,9.999999999997797e-07,0.0,0.0,9.999999999997797e-07,9.000000000000683e-06,9.000000000000683e-06,9.000000000000683e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,9.999999999997797e-07,9.999999999997797e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,9.000000000000683e-06,9.000000000000683e-06,6.400000000000012e-05,6.400000000000012e-05,6.400000000000012e-05,6.400000000000012e-05,6.400000000000012e-05,6.400000000000012e-05,0.00019600000000000035,0.00032400000000000056,0.00032400000000000056,8.99999999999935e-06,0.0003609999999999964,0.0003609999999999964,8.100000000000215e-05,0.00012099999999999778,0.0001689999999999974,6.400000000000012e-05,4.900000000000164e-05,2.4999999999998934e-05,2.4999999999998934e-05,0.00019599999999999723,0.0001690000000000003,0.00019599999999999723,0.00019599999999999723,4.0000000000000074e-06,1.0000000000000019e-06,1.600000000000003e-05,1.600000000000003e-05,0.00012100000000000022,1.600000000000003e-05,1.600000000000003e-05,0.00014400000000000025,4.9000000000000087e-05,0.00019600000000000035,0.00019600000000000035,0.00012100000000000022,4.9000000000000087e-05,4.9000000000000087e-05,0.00012100000000000022,0.00012100000000000022,0.00010000000000000018,0.00010000000000000018,8.100000000000014e-05,8.100000000000014e-05,8.100000000000014e-05,0.00012100000000000022
3,1.0000000000002238e-06,1.0000000000002238e-06,1.0000000000002238e-06,1.0000000000002238e-06,0.0001690000000000003,0.0,0.0,4.9000000000000087e-05,0.00019599999999999414,0.0002560000000000005,6.400000000000012e-05,6.400000000000012e-05,1.0000000000002238e-06,3.59999999999974e-05,2.5000000000000045e-05,1.0000000000000019e-06,8.99999999999935e-06,9.999999999997797e-07,1.0000000000002238e-06,9.000000000000015e-06,1.600000000000003e-05,2.4999999999998934e-05,0.0,1.600000000000003e-05,4.0000000000000074e-06,4.930380657631324e-32,1.0000000000002238e-06,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32
4,1.0000000000002238e-06,0.010200999999999997,0.00036100000000000487,0.00036100000000000487,0.00036100000000000487,0.00036100000000000487,0.0006760000000000013,8.100000000000215e-05,0.0006249999999999956,4.8999999999998535e-05,0.0012960000000000022,0.00048400000000000087,0.00044099999999999614,3.600000000000006e-05,8.099999999999815e-05,9.000000000000015e-06,9.999999999997797e-07,0.0,0.0,0.0,0.0,2.5000000000000045e-05,2.5000000000000045e-05,1.600000000000003e-05,1.600000000000003e-05,4.0000000000000074e-06,4.0000000000000074e-06,0.0,2.4999999999998934e-05,2.4999999999998934e-05,2.4999999999998934e-05,2.4999999999998934e-05,1.0000000000000019e-06,0.0,0.0,0.0,1.600000000000003e-05,4.0000000000000074e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,9.999999999997797e-07,9.999999999997797e-07,9.999999999997797e-07,0.0,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06
5,4.930380657631324e-32,4.930380657631324e-32,2.4999999999998934e-05,0.0029160000000000054,0.0004000000000000007,0.0022089999999999935,0.0004000000000000007,0.0004000000000000007,0.006723999999999976,0.0014440000000000026,3.999999999999563e-06,0.001680999999999994,0.0012250000000000021,0.000576000000000001,0.000576000000000001,0.0010889999999999947,4.0000000000000074e-06,4.0000000000000074e-06,4.8999999999998535e-05,3.600000000000006e-05,3.600000000000006e-05,3.600000000000006e-05,3.600000000000006e-05,3.600000000000006e-05,4.0000000000000074e-06,8.99999999999935e-06,9.000000000000015e-06,9.000000000000015e-06,9.000000000000015e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,0.0,0.0,0.0,4.0000000000000074e-06,0.0,0.0,0.0,1.0000000000000019e-06,4.0000000000000074e-06,1.0000000000000019e-06,1.0000000000000019e-06,4.0000000000000074e-06,4.0000000000000074e-06,1.0000000000000019e-06,1.0000000000000019e-06,4.0000000000000074e-06,4.0000000000000074e-06,4.0000000000000074e-06,4.0000000000000074e-06
6,0.0,0.004899999999999993,0.004899999999999993,0.0024010000000000043,0.0008410000000000015,0.000576000000000001,0.0012960000000000022,0.0006250000000000011,9.000000000000683e-06,0.0004410000000000008,0.0006249999999999956,4.8999999999998535e-05,4.8999999999998535e-05,4.8999999999998535e-05,2.5000000000000045e-05,2.5000000000000045e-05,9.999999999997797e-07,9.999999999997797e-07,4.8999999999998535e-05,4.0000000000000074e-06,1.599999999999914e-05,9.000000000000683e-06,9.000000000000683e-06,9.000000000000683e-06,1.0000000000002238e-06,4.0000000000000074e-06,9.000000000000683e-06,4.9000000000000087e-05,2.4999999999998934e-05,1.600000000000003e-05,0.0,1.600000000000003e-05,1.600000000000003e-05,4.0000000000000074e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999997797e-07,9.999999999997797e-07,0.0,0.0,0.0,0.0,0.0,0.0
7,4.930380657631324e-32,0.00032400000000000056,0.00577600000000001,0.00577600000000001,6.400000000000012e-05,0.0032490000000000184,0.0032490000000000184,0.002025000000000004,0.00019600000000000035,0.00019600000000000035,0.00019600000000000035,0.0013689999999999941,0.00032400000000000056,0.00032400000000000056,0.0014440000000000026,9.000000000000683e-06,0.00012100000000000022,0.00012100000000000022,0.00012100000000000022,0.00014400000000000025,1.600000000000003e-05,4.900000000000164e-05,4.8999999999998535e-05,0.0004410000000000008,0.0005289999999999958,1.600000000000003e-05,1.0000000000002238e-06,6.400000000000012e-05,6.400000000000012e-05,6.400000000000012e-05,0.00010000000000000018,9.999999999999574e-05,9.999999999999574e-05,2.5000000000001153e-05,0.00014400000000000025,0.00010000000000000018,3.600000000000006e-05,0.00010000000000000018,6.400000000000012e-05,8.099999999999815e-05,8.099999999999815e-05,8.099999999999815e-05,8.099999999999815e-05,8.099999999999815e-05,8.099999999999815e-05,0.00010000000000000018,0.00010000000000000018,0.00010000000000000018,8.099999999999815e-05,8.099999999999815e-05,0.00010000000000000018
8,0.0,0.021609000000000007,0.0036000000000000064,0.0036000000000000064,0.0036000000000000064,0.0037210000000000064,0.005040999999999993,0.0004000000000000007,0.00048400000000000087,0.0011559999999999945,0.00010000000000000018,0.00010000000000000018,0.0001690000000000003,3.5999999999998734e-05,3.5999999999998734e-05,0.0002560000000000005,0.00019600000000000035,0.000483999999999996,0.000483999999999996,0.00022500000000000373,1.600000000000003e-05,3.600000000000006e-05,0.000483999999999996,0.000483999999999996,0.000483999999999996,3.999999999999563e-06,0.00010000000000000018,4.8999999999998535e-05,4.8999999999998535e-05,0.00010000000000000018,4.9000000000000087e-05,0.0001689999999999974,9.000000000000683e-06,0.00014400000000000025,0.00014400000000000025,0.0002889999999999967,0.0002559999999999969,0.00019599999999999723,1.599999999999914e-05,4.8999999999998535e-05,0.00012099999999999778,4.8999999999998535e-05,6.399999999999834e-05,6.399999999999834e-05,6.399999999999834e-05,6.399999999999834e-05,6.399999999999834e-05,6.399999999999834e-05,6.399999999999834e-05,8.099999999999815e-05,6.399999999999834e-05
9,9.999999999997797e-07,9.999999999997797e-07,0.0049000000000000085,0.0023039999999999936,0.0012960000000000022,0.0007290000000000013,1.0000000000002238e-06,0.0003239999999999966,0.0003239999999999966,1.0000000000002238e-06,1.0000000000002238e-06,4.0000000000000074e-06,0.0002560000000000005,2.5000000000001153e-05,2.5000000000001153e-05,9.000000000000015e-06,2.5000000000000045e-05,3.600000000000006e-05,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,4.0000000000000074e-06,9.000000000000683e-06,4.0000000000000074e-06,9.999999999997797e-07,1.0000000000000019e-06,4.0000000000000074e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,4.0000000000000074e-06,4.0000000000000074e-06,0.0,0.0,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,9.999999999997797e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
