Date,Close
2010-01-05,0.011406844106464
2010-01-06,-0.0030075187969925
2010-01-07,-0.0045248868778281
2010-01-08,0.0
2010-01-11,-0.0045454545454545
2010-01-12,-0.017503805175038002
2010-01-13,0.0012393493415957
2010-01-14,0.0080457991644747
2010-01-15,0.0
2010-01-18,0.010590943975440999
2010-01-19,-0.0051640340218712
2010-01-20,0.022900763358779
2010-01-21,-0.0034328358208955
2010-01-22,0.0062902501123259
2010-01-25,0.016817978865903
2010-01-26,-0.0046838407494145
2010-01-27,0.0029411764705882
2010-01-28,0.019354838709677
2010-01-29,0.004746835443038
2010-02-01,0.006068718682891999
2010-02-02,0.0046631822056268
2010-02-03,0.0043681729592531
2010-02-04,0.015371597800028001
2010-02-05,-0.0055555555555556
2010-02-08,0.0055865921787709
2010-02-09,-0.0026388888888889
2010-02-10,0.0030636401615374
2010-02-11,0.0016659725114536
2010-02-12,0.011226611226611
2010-02-15,0.014254385964911999
2010-02-16,0.010135135135135
2010-02-17,-0.0032107023411371
2010-02-18,0.0045631458864582
2010-02-19,0.0028056112224449
2010-02-22,0.025179856115107997
2010-02-23,-0.0062378167641326
2010-02-24,-0.025107885445272995
2010-02-25,0.0020120724346076
2010-02-26,0.0026773761713521
2010-03-01,0.0013351134846462
2010-03-02,-0.0066666666666667
2010-03-03,0.0080536912751678
2010-03-04,0.011984021304927
2010-03-05,0.0
2010-03-08,0.012763157894736999
2010-03-09,0.013381837079382002
2010-03-10,-0.0012820512820513
2010-03-11,0.0010269576379974
2010-03-12,0.0065401384970505
2010-03-15,-0.016435214677029
2010-03-16,0.0090673575129534
2010-03-17,0.0078305519897304
2010-03-18,0.015794166348236
2010-03-19,-0.023197492163009002
2010-03-23,0.0077021822849807
2010-03-24,-0.0076433121019108
2010-03-25,0.012836970474968
2010-03-26,-0.008871989860583001
2010-03-29,-0.034526854219949
2010-03-30,-0.02317880794702
2010-03-31,-0.014237288135593001
2010-04-01,0.022008253094910998
2010-04-06,0.039703903095559
